"index","data_id","dataset","subdataset","resolution","format","type","bytes","xmin","ymin","xmax","ymax","start","end"
149,"GlobES_qa/0407","GlobES_qa","0407",0.00833333333333333,"grid","INT1U",1,-180,-90,180,90,"1993-01-01","2018-01-01"
150,"GlobES_qa/0501","GlobES_qa","0501",0.00833333333333333,"grid","INT1U",1,-180,-90,180,90,"1993-01-01","2018-01-01"
151,"GlobES_qa/0502","GlobES_qa","0502",0.00833333333333333,"grid","INT1U",1,-180,-90,180,90,"1993-01-01","2018-01-01"
152,"GlobES_qa/0504","GlobES_qa","0504",0.00833333333333333,"grid","INT1U",1,-180,-90,180,90,"1993-01-01","2018-01-01"
153,"GlobES_qa/0505","GlobES_qa","0505",0.00833333333333333,"grid","INT1U",1,-180,-90,180,90,"1993-01-01","2018-01-01"
154,"GlobES_qa/0506","GlobES_qa","0506",0.00833333333333333,"grid","INT1U",1,-180,-90,180,90,"1993-01-01","2018-01-01"
155,"GlobES_qa/0507","GlobES_qa","0507",0.00833333333333333,"grid","INT1U",1,-180,-90,180,90,"1993-01-01","2018-01-01"
156,"GlobES_qa/0508","GlobES_qa","0508",0.00833333333333333,"grid","INT1U",1,-180,-90,180,90,"1993-01-01","2018-01-01"
157,"GlobES_qa/0510","GlobES_qa","0510",0.00833333333333333,"grid","INT1U",1,-180,-90,180,90,"1993-01-01","2018-01-01"
158,"GlobES_qa/0511","GlobES_qa","0511",0.00833333333333333,"grid","INT1U",1,-180,-90,180,90,"1993-01-01","2018-01-01"
159,"GlobES_qa/0514","GlobES_qa","0514",0.00833333333333333,"grid","INT1U",1,-180,-90,180,90,"1993-01-01","2018-01-01"
160,"GlobES_qa/0515","GlobES_qa","0515",0.00833333333333333,"grid","INT1U",1,-180,-90,180,90,"1993-01-01","2018-01-01"
161,"GlobES_qa/0516","GlobES_qa","0516",0.00833333333333333,"grid","INT1U",1,-180,-90,180,90,"1993-01-01","2018-01-01"
162,"GlobES_qa/0517","GlobES_qa","0517",0.00833333333333333,"grid","INT1U",1,-180,-90,180,90,"1993-01-01","2018-01-01"
163,"GlobES_qa/0600","GlobES_qa","0600",0.00833333333333333,"grid","INT1U",1,-180,-90,180,90,"1993-01-01","2018-01-01"
164,"GlobES_qa/0801","GlobES_qa","0801",0.00833333333333333,"grid","INT1U",1,-180,-90,180,90,"1993-01-01","2018-01-01"
165,"GlobES_qa/0802","GlobES_qa","0802",0.00833333333333333,"grid","INT1U",1,-180,-90,180,90,"1993-01-01","2018-01-01"
166,"GlobES_qa/0803","GlobES_qa","0803",0.00833333333333333,"grid","INT1U",1,-180,-90,180,90,"1993-01-01","2018-01-01"
167,"GlobES_qa/0908","GlobES_qa","0908",0.00833333333333333,"grid","INT1U",1,-180,-90,180,90,"1993-01-01","2018-01-01"
168,"GlobES_qa/0910","GlobES_qa","0910",0.00833333333333333,"grid","INT1U",1,-180,-90,180,90,"1993-01-01","2018-01-01"
169,"GlobES_qa/1001","GlobES_qa","1001",0.00833333333333333,"grid","INT1U",1,-180,-90,180,90,"1993-01-01","2018-01-01"
170,"GlobES_qa/1002","GlobES_qa","1002",0.00833333333333333,"grid","INT1U",1,-180,-90,180,90,"1993-01-01","2018-01-01"
171,"GlobES_qa/1003","GlobES_qa","1003",0.00833333333333333,"grid","INT1U",1,-180,-90,180,90,"1993-01-01","2018-01-01"
172,"GlobES_qa/1004","GlobES_qa","1004",0.00833333333333333,"grid","INT1U",1,-180,-90,180,90,"1993-01-01","2018-01-01"
173,"GlobES_qa/1101","GlobES_qa","1101",0.00833333333333333,"grid","INT1U",1,-180,-90,180,90,"1993-01-01","2018-01-01"
174,"GlobES_qa/1102","GlobES_qa","1102",0.00833333333333333,"grid","INT1U",1,-180,-90,180,90,"1993-01-01","2018-01-01"
175,"GlobES_qa/1103","GlobES_qa","1103",0.00833333333333333,"grid","INT1U",1,-180,-90,180,90,"1993-01-01","2018-01-01"
176,"GlobES_qa/1104","GlobES_qa","1104",0.00833333333333333,"grid","INT1U",1,-180,-90,180,90,"1993-01-01","2018-01-01"
177,"GlobES_qa/1105","GlobES_qa","1105",0.00833333333333333,"grid","INT1U",1,-180,-90,180,90,"1993-01-01","2018-01-01"
178,"GlobES_qa/1204","GlobES_qa","1204",0.00833333333333333,"grid","INT1U",1,-180,-90,180,90,"1993-01-01","2018-01-01"
179,"GlobES_qa/1205","GlobES_qa","1205",0.00833333333333333,"grid","INT1U",1,-180,-90,180,90,"1993-01-01","2018-01-01"
180,"GlobES_qa/1206","GlobES_qa","1206",0.00833333333333333,"grid","INT1U",1,-180,-90,180,90,"1993-01-01","2018-01-01"
181,"GlobES_qa/1207","GlobES_qa","1207",0.00833333333333333,"grid","INT1U",1,-180,-90,180,90,"1993-01-01","2018-01-01"
182,"GlobES_qa/1304","GlobES_qa","1304",0.00833333333333333,"grid","INT1U",1,-180,-90,180,90,"1993-01-01","2018-01-01"
183,"GlobES_qa/1305","GlobES_qa","1305",0.00833333333333333,"grid","INT1U",1,-180,-90,180,90,"1993-01-01","2018-01-01"
184,"GlobES_qa/1401","GlobES_qa","1401",0.00833333333333333,"grid","INT1U",1,-180,-90,180,90,"1993-01-01","2018-01-01"
185,"GlobES_qa/1402","GlobES_qa","1402",0.00833333333333333,"grid","INT1U",1,-180,-90,180,90,"1993-01-01","2018-01-01"
186,"GlobES_qa/1405","GlobES_qa","1405",0.00833333333333333,"grid","INT1U",1,-180,-90,180,90,"1993-01-01","2018-01-01"
187,"GlobES_qa/1508","GlobES_qa","1508",0.00833333333333333,"grid","INT1U",1,-180,-90,180,90,"1993-01-01","2018-01-01"
188,"GlobES_qa/1511","GlobES_qa","1511",0.00833333333333333,"grid","INT1U",1,-180,-90,180,90,"1993-01-01","2018-01-01"
189,"iGHS_POP/GHSP","iGHS_POP","GHSP",0.00833333333333333,"grid","FLT4S",4,-180,-90,180,90,"1992-01-01","2018-01-01"
190,"iGSW_10as/permanent","iGSW_10as","permanent",0.00277777777777778,"grid","INT1U",1,-180,-90,180,90,"1992-01-01","2018-01-01"
191,"iGSW_10as/seasonal","iGSW_10as","seasonal",0.00277777777777778,"grid","INT1U",1,-180,-90,180,90,"1992-01-01","2018-01-01"
192,"iGSW_30as/permanent","iGSW_30as","permanent",0.00833333333333333,"grid","INT1U",1,-180,-90,180,90,"1992-01-01","2018-01-01"
193,"linearDistance_10as/coastalFlats","linearDistance_10as","coastalFlats",0.00277777777777778,"grid","INT2U",2,-180,-90,180,90,NA,NA
194,"linearDistance_10as/coral","linearDistance_10as","coral",0.00277777777777778,"grid","INT2U",2,-180,-90,180,90,NA,NA
195,"linearDistance_10as/lake","linearDistance_10as","lake",0.00277777777777778,"grid","INT2S",2,-180,-90,180,90,NA,NA
196,"linearDistance_10as/ocean","linearDistance_10as","ocean",0.00277777777777778,"grid","INT2S",2,-180,-90,180,90,NA,NA
197,"linearDistance_10as/reservoirs","linearDistance_10as","reservoirs",0.00277777777777778,"grid","INT2U",2,-180,-90,180,90,NA,NA
198,"linearDistance_10as/river","linearDistance_10as","river",0.00277777777777778,"grid","INT2U",2,-180,-90,180,90,NA,NA
199,"linearDistance_30as/coastalFlats","linearDistance_30as","coastalFlats",0.00833333333333333,"grid","INT2U",2,-180,-90,180,90,NA,NA
200,"linearDistance_30as/coral","linearDistance_30as","coral",0.00833333333333333,"grid","INT2U",2,-180,-90,180,90,NA,NA
201,"linearDistance_30as/lake","linearDistance_30as","lake",0.00833333333333333,"grid","INT2S",2,-180,-90,180,90,NA,NA
202,"linearDistance_30as/ocean","linearDistance_30as","ocean",0.00833333333333333,"grid","INT2S",2,-180,-90,180,90,NA,NA
203,"linearDistance_30as/reservoirs","linearDistance_30as","reservoirs",0.00833333333333333,"grid","INT2U",2,-180,-90,180,90,NA,NA
204,"linearDistance_30as/river","linearDistance_30as","river",0.00833333333333333,"grid","INT2U",2,-180,-90,180,90,NA,NA
205,"mapBiomas/NA-AMAZONIA","mapBiomas","NA-AMAZONIA",0.000269494980549345,"grid","INT1U",1,-73.990449969,-16.2995166333056,-43.56500565494,5.27184107717285,"tif--","tif--"
206,"mapBiomas/NA-CAATINGA","mapBiomas","NA-CAATINGA",0.000269495715420195,"grid","INT1U",1,-44.4380395799999,-16.0887512465029,-35.1735853709999,-2.78423065009157,"tif--","tif--"
207,"mapBiomas/NA-CERRADO","mapBiomas","NA-CERRADO",0.000269495757780138,"grid","INT1U",1,-59.998419974,-24.6730555567163,-41.4579203259998,-2.24455493952645,"tif--","tif--"
208,"mapBiomas/NA-MATAATLANTICA","mapBiomas","NA-MATAATLANTICA",0.000269495555053455,"grid","INT1U",1,-55.6658547040001,-29.9784770988171,-34.7928849739999,-5.19827250757501,"tif--","tif--"
209,"mapBiomas/NA-PAMPA","mapBiomas","NA-PAMPA",0.000269492010036637,"grid","INT1U",1,-57.6497428242719,-33.7511779939692,-49.7299116333152,-28.0033332775087,"tif--","tif--"
210,"mapBiomas/NA-PANTANAL","mapBiomas","NA-PANTANAL",0.000269490622687409,"grid","INT1U",1,-58.998533716,-22.1508665796597,-54.788820699,-15.4784697964858,"tif--","tif--"
211,"meElevation_10as/coastalFlats","meElevation_10as","coastalFlats",0.00277777777777778,"grid","INT1U",1,-180,-90,180,90,"2017-01-01","2017-01-01"
212,"meElevation_10as/elevationMax","meElevation_10as","elevationMax",0.00277777777777778,"grid","INT2S",2,-180,-90,180,90,"2018-01-01","2018-01-01"
213,"meElevation_10as/elevationMean","meElevation_10as","elevationMean",0.00277777777777778,"grid","INT2S",2,-180,-90,180,90,"2018-01-01","2018-01-01"
214,"meElevation_10as/elevationMin","meElevation_10as","elevationMin",0.00277777777777778,"grid","INT2S",2,-180,-90,180,90,"2018-01-01","2018-01-01"
215,"meElevation_10as/slope","meElevation_10as","slope",0.00277777777777778,"grid","INT1U",1,-180,-90,180,90,"2018-01-01","2018-01-01"
216,"meElevation_10as/smoothSlope","meElevation_10as","smoothSlope",0.00277777777777778,"grid","INT1U",1,-180,-90,180,90,"2018-01-01","2018-01-01"
217,"meElevation_30as/elevationMax","meElevation_30as","elevationMax",0.00833333333333333,"grid","INT2S",2,-180,-90,180,90,"2018-01-01","2018-01-01"
218,"meElevation_30as/elevationMean","meElevation_30as","elevationMean",0.00833333333333333,"grid","INT2S",2,-180,-90,180,90,"2018-01-01","2018-01-01"
219,"meElevation_30as/elevationMeanLand","meElevation_30as","elevationMeanLand",0.00833333333333333,"grid","INT2S",2,-180,-90,180,90,"2018-01-01","2018-01-01"
220,"meElevation_30as/elevationMin","meElevation_30as","elevationMin",0.00833333333333333,"grid","INT2S",2,-180,-90,180,90,"2018-01-01","2018-01-01"
221,"meElevation_30as/hillshade","meElevation_30as","hillshade",0.00833333333333333,"grid","INT1U",1,-180,-90,180,90,"2018-01-01","2018-01-01"
222,"meElevation_30as/slopeMean","meElevation_30as","slopeMean",0.00833333333333333,"grid","FLT4S",4,-180,-90,180,90,"2018-01-01","2018-01-01"
223,"MERIT_rivers/riverDensity","MERIT_rivers","riverDensity",0.00277777777777778,"grid","INT1U",1,-180,-90,180,90,NA,NA
224,"mountains/k1Class","mountains","k1Class",0.00277777777777778,"grid","INT1U",1,-180,-90,180,90,NA,NA
225,"mountains/k2Class","mountains","k2Class",0.00277777777777778,"grid","INT1U",1,-180,-90,180,90,NA,NA
226,"mountains/k3Class","mountains","k3Class",0.00277777777777778,"grid","INT1U",1,-180,-90,180,90,NA,NA
227,"pixelArea_10as/pixelArea","pixelArea_10as","pixelArea",0.00277777777777778,"grid","FLT4S",4,-180,-90,180,90,NA,NA
228,"pixelArea_30as/pixelArea","pixelArea_30as","pixelArea",0.00833333333333333,"grid","FLT4S",4,-180,-90,180,90,NA,NA
229,"potentialWater/potentialWater","potentialWater","potentialWater",0.00277777777777778,"grid","INT1U",1,-180,-90,180,90,"1992-01-01","2018-01-01"
230,"seafloor/seafloor","seafloor","seafloor",0.00277777777777778,"grid","INT1U",1,-180,-90,180,90,NA,NA
231,"SEDAC_pastures/pastures","SEDAC_pastures","pastures",0.00277777777777778,"grid","FLT4S",4,-180,-90,180,90,"2000-01-01","2000-01-01"
232,"snowCover/maximum","snowCover","maximum",0.00277777777777778,"grid","INT1U",1,-180,-90,180,90,"2000-01-01","2019-01-01"
233,"snowCover/recurrence","snowCover","recurrence",0.00277777777777778,"grid","INT1U",1,-180,-90,180,90,"2000-01-01","2019-01-01"
234,"soilMap/salineSoils","soilMap","salineSoils",0.00277777777777778,"grid","INT1U",1,-180,-90,180,90,NA,NA
235,"soilMap/soilDepth","soilMap","soilDepth",0.00277777777777778,"grid","INT1U",1,-180,-90,180,90,"2015-01-01","2015-01-01"
236,"soilMap/soilDepthMean","soilMap","soilDepthMean",0.00833333333333333,"grid","FLT4S",4,-180,-90,180,90,"2015-01-01","2015-01-01"
237,"surfaceWater/missingData","surfaceWater","missingData",0.00277777777777778,"grid","INT1U",1,-180,-90,180,90,"1992-01-01","2018-01-01"
238,"surfaceWater/permanent","surfaceWater","permanent",0.00277777777777778,"grid","INT1U",1,-180,-90,180,90,"1992-01-01","2018-01-01"
239,"surfaceWater/seasonal","surfaceWater","seasonal",0.00277777777777778,"grid","INT1U",1,-180,-90,180,90,"1992-01-01","2018-01-01"
240,"TerraClim_PDSI_2am/maxPDSI","TerraClim_PDSI_2am","maxPDSI",0.0416666666666667,"grid","INT2S",2,-180,-90,180,90,"1992-01-01","2018-01-01"
241,"TerraClim_PDSI_2am/minPDSI","TerraClim_PDSI_2am","minPDSI",0.0416666666666667,"grid","INT2S",2,-180,-90,180,90,"1992-01-01","2018-01-01"
242,"TerraClim_PDSI_30am/maxPDSI","TerraClim_PDSI_30am","maxPDSI",0.5000004,"grid","INT2S",2,-180,-90.000144,180.000288,90,"1992-01-01","2018-01-01"
243,"TerraClim_PDSI_30am/minPDSI","TerraClim_PDSI_30am","minPDSI",0.5000004,"grid","INT2S",2,-180,-90.000144,180.000288,90,"1992-01-01","2018-01-01"
244,"tidalFlats/tidalFlats","tidalFlats","tidalFlats",0.00277777777777778,"grid","INT1U",1,-180,-90,180,90,"1984-01-01","2016-01-01"
245,"tidalRanges/avgAmplitude","tidalRanges","avgAmplitude",0.00277777777777778,"grid","INT2U",2,-180,-90,180,90,"2017-01-01","2017-01-01"
246,"travelTime/travelTime","travelTime","travelTime",0.00833333333333333,"grid","INT4S",4,-180,-90,180,90,"2000-01-01","2015-01-01"
247,"VCF5KYR/NonTreeVegetation","VCF5KYR","NonTreeVegetation",0.05,"grid","INT1U",1,-180,-90,180,90,"1982-01-01","2016-01-01"
248,"VCF5KYR/NonVegetated","VCF5KYR","NonVegetated",0.05,"grid","INT1U",1,-180,-90,180,90,"1982-01-01","2016-01-01"
249,"VCF5KYR/TreeCover","VCF5KYR","TreeCover",0.05,"grid","INT1U",1,-180,-90,180,90,"1982-01-01","2016-01-01"
250,"waterFeatures/cannal","waterFeatures","cannal",0.00277777777777778,"grid","INT1U",1,-180,-90,180,90,NA,NA
251,"waterFeatures/lake","waterFeatures","lake",0.00277777777777778,"grid","INT1U",1,-180,-90,180,90,NA,NA
252,"waterFeatures/river","waterFeatures","river",0.00277777777777778,"grid","INT1U",1,-180,-90,180,90,NA,NA
253,"waterFeatures/tidal","waterFeatures","tidal",0.00277777777777778,"grid","INT1U",1,-180,-90,180,90,NA,NA
254,"waterHistory/maxExtent","waterHistory","maxExtent",0.00277777777777778,"grid","INT1U",1,-180,-90,180,90,"1986-01-01","2018-01-01"
255,"waterHistory/permanentWater","waterHistory","permanentWater",0.00277777777777778,"grid","INT1U",1,-180,-90,180,90,"1986-01-01","2018-01-01"
256,"waterHistory/seasonalFreq","waterHistory","seasonalFreq",0.00277777777777778,"grid","INT1U",1,-180,-90,180,90,"1992-01-01","2018-01-01"
257,"mapBiomas/amazonia","mapBiomas","amazonia",0.000269494980549345,"grid","INT1U",1,-73.990449969,-16.2995166333056,-43.56500565494,5.27184107717285,"1985-01-01","2018-01-01"
258,"mapBiomas/caatinga","mapBiomas","caatinga",0.000269495715420195,"grid","INT1U",1,-44.4380395799999,-16.0887512465029,-35.1735853709999,-2.78423065009157,"1985-01-01","2018-01-01"
259,"mapBiomas/cerrado","mapBiomas","cerrado",0.000269495757780138,"grid","INT1U",1,-59.998419974,-24.6730555567163,-41.4579203259998,-2.24455493952645,"1985-01-01","2018-01-01"
260,"mapBiomas/mataatlantica","mapBiomas","mataatlantica",0.000269495555053455,"grid","INT1U",1,-55.6658547040001,-29.9784770988171,-34.7928849739999,-5.19827250757501,"1985-01-01","2018-01-01"
261,"mapBiomas/pampa","mapBiomas","pampa",0.000269492010036637,"grid","INT1U",1,-57.6497428242719,-33.7511779939692,-49.7299116333152,-28.0033332775087,"1985-01-01","2018-01-01"
262,"mapBiomas/pantanal","mapBiomas","pantanal",0.000269490622687409,"grid","INT1U",1,-58.998533716,-22.1508665796597,-54.788820699,-15.4784697964858,"1985-01-01","2018-01-01"
263,"BIEN_rangeMaps/BIEN_rangeMaps","BIEN_rangeMaps","BIEN_rangeMaps",NA,"vector",NA,NA,-179.125584311397,-55.9501377694882,179.845293360798,83.6470005816408,NA,NA
264,"GADM/continents","GADM","continents",NA,"vector",NA,NA,-180,-90,180,83.6235961914062,NA,NA
265,"GADM/leve0simple","GADM","leve0simple",NA,"vector",NA,NA,-180.000000002161,-90,180.000000020341,83.658332813636,NA,NA
266,"GADM/level0","GADM","level0",NA,"vector",NA,NA,-180.000007629339,-90,180.000000401211,83.6583324744731,NA,NA
267,"GADM/level1","GADM","level1",NA,"vector",NA,NA,-180.000000000513,-55.9840278600551,180.000000004375,83.6583328247071,NA,NA
268,"GADM/level2","GADM","level2",NA,"vector",NA,NA,-180.000000000046,-55.9840278600551,180,83.1104200690202,NA,NA
269,"GADM/level3","GADM","level3",NA,"vector",NA,NA,-180,-55.9840278625488,180,83.1104202270508,NA,NA
270,"GADM/level4","GADM","level4",NA,"vector",NA,NA,-74.4812469482422,-34.8351402282715,141.019393920899,70.0914535522462,NA,NA
271,"GADM/level5","GADM","level5",NA,"vector",NA,NA,-5.14375114440918,-2.83997273445124,30.8990726470948,51.08939743042,NA,NA
272,"GADM/UNRegions","GADM","UNRegions",NA,"vector",NA,NA,-180.000000002161,-90,180.000000059624,83.658332813636,NA,NA
273,"IUCN_habRange/actinopterygii","IUCN_habRange","actinopterygii",NA,"vector",NA,NA,-179.999001065845,-77.2465829999762,179.999000900211,83.6250000746933,NA,NA
274,"IUCN_habRange/amphibians","IUCN_habRange","amphibians",NA,"vector",NA,NA,-179.999,-54.7521649768116,179.999000001081,71.3906545080321,NA,NA
275,"IUCN_habRange/aves","IUCN_habRange","aves",NA,"vector",NA,NA,-180.000013592306,-89.9000242951565,180.0000008768,85.0000024089126,NA,NA
276,"IUCN_habRange/cephalaspidomorphi","IUCN_habRange","cephalaspidomorphi",NA,"vector",NA,NA,-179.999000028515,-43.8624999999613,179.998999997369,77.7340012905494,NA,NA
277,"IUCN_habRange/charophyaceae","IUCN_habRange","charophyaceae",NA,"vector",NA,NA,73.186857098435,-46.8249999999767,178.57917344797,36.8250000024024,NA,NA
278,"IUCN_habRange/chlorophyceae","IUCN_habRange","chlorophyceae",NA,"vector",NA,NA,-90.9832382085949,-0.622396316976165,-90.8887466191297,-0.530770515999507,NA,NA
279,"IUCN_habRange/chondrichthyes","IUCN_habRange","chondrichthyes",NA,"vector",NA,NA,-179.999004551038,-76.3603145790919,179.999001470609,86.9054479262122,NA,NA
280,"IUCN_habRange/liliopsida","IUCN_habRange","liliopsida",NA,"vector",NA,NA,-180.000000028214,-56.9493684186632,180.000000009529,83.6256427738343,NA,NA
281,"IUCN_habRange/lycopodiopsida","IUCN_habRange","lycopodiopsida",NA,"vector",NA,NA,-125.412632414594,-34.5083333396749,47.1375000016823,50.8461866546943,NA,NA
282,"IUCN_habRange/magnoliopsida","IUCN_habRange","magnoliopsida",NA,"vector",NA,NA,-180.000000028214,-55.9874999992832,180.000000701802,83.6256427172647,NA,NA
283,"IUCN_habRange/mammalia","IUCN_habRange","mammalia",NA,"vector",NA,NA,-179.999006442829,-85.582764503134,179.999001357562,89.9000008010452,NA,NA
284,"IUCN_habRange/marchantiopsida","IUCN_habRange","marchantiopsida",NA,"vector",NA,NA,17.2535993792765,-34.837031227013,30.4624999882246,-24.7958333349403,NA,NA
285,"IUCN_habRange/myxini","IUCN_habRange","myxini",NA,"vector",NA,NA,-179.999000007847,-63.6761543899791,179.999000095814,72.4270536226439,NA,NA
286,"IUCN_habRange/pinopsida","IUCN_habRange","pinopsida",NA,"vector",NA,NA,-31.2639217386777,14.8790899149184,128.12650170328,69.5247282554324,NA,NA
287,"IUCN_habRange/plantae","IUCN_habRange","plantae",NA,"vector",NA,NA,-180.000000028214,-56.9493684186632,180.000000701802,83.6256427738343,NA,NA
288,"IUCN_habRange/polypodiopsida","IUCN_habRange","polypodiopsida",NA,"vector",NA,NA,-179.153605143956,-34.8370312720406,179.775655450893,71.3923346623779,NA,NA
289,"IUCN_habRange/reptilia","IUCN_habRange","reptilia",NA,"vector",NA,NA,-179.999001065899,-54.0594466917565,179.99900068889,71.1881355941222,NA,NA
290,"IUCN_habRange/sarcopterygii","IUCN_habRange","sarcopterygii",NA,"vector",NA,NA,-17.0833333205655,-26.8458333323111,152.96249999244,24.2166666584959,NA,NA
291,"IUCN_habRange/ulvophyceae","IUCN_habRange","ulvophyceae",NA,"vector",NA,NA,-90.2993328512332,-0.404833035356489,-90.2687612491738,-0.378165959018872,NA,NA
